country,date_extraction,track_id,streams,album,artist,duration_ms,track_name,track_danceability,track_energy,track_key,track_loudness,track_mode,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,not_explicit,explicit
Peru,2020-02-16,0tfAVc0HSvma3RnVjerrky,0.018808868279959427,Adiós Amor,Daniela Darcourt,0.3990081567081358,Probablemente,0.664,0.825,0.6363636363636364,0.732743830011878,1.0,0.0503,0.128,1.13e-05,0.701,0.475,0.8495001590907406,1,0
Peru,2020-02-16,2y6EbYibgxMVQ0T5YjZYWN,0.01180988262570642,MALA SANTA,"Becky G,Zion & Lennox,Farruko",0.32862763967683606,TE SUPERÉ,0.738,0.7829999999999999,0.0,0.7895605120760195,1.0,0.0693,0.055,0.0,0.125,0.6990000000000001,0.8221365516526937,1,0
Peru,2020-02-16,62vDrkBEyJYEOFj1ScBqM7,0.011317200405738298,MALA SANTA,"Becky G,Natti Natasha",0.20141093200673646,Sin Pijama,0.7879999999999999,0.745,1.0,0.80005279134222,0.0,0.0448,0.35200000000000004,4.5600000000000004e-05,0.0973,0.79,0.21518687612380957,1,0
Peru,2020-02-16,6Nmpt6fRu5Yvbfraoe13tx,0.010215910737574264,El Ritmo de Mi Corazón,"Gian Marco,Grupo 5,Tony Succar",0.3129195737712552,El Ritmo de Mi Corazón,0.769,0.9259999999999999,0.6363636363636364,0.8148343671637851,1.0,0.0542,0.10400000000000001,2.5e-06,0.324,0.955,0.2964711453793389,1,0
Peru,2020-02-18,7zHrig0YPl5mI53hBBjGB3,0.029611650485436892,Por Ti (La Poderotza),Temple Sour,0.2838720692893342,Por Ti (La Poderotza),0.8190000000000001,0.475,1.0,0.5725880955523294,0.0,0.185,0.0593,2.61e-05,0.081,0.87,0.1263846444136951,1,0
Peru,2020-02-20,3wYRLYuO1M88d8woWUIxct,0.5446674395015215,Ignorantes,"Bad Bunny,Sech",0.23314681298554144,Ignorantes,0.85,0.536,0.09090909090909091,0.7509568430777351,1.0,0.0599,0.267,3.8900000000000004e-05,0.0996,0.505,0.23018580318625442,0,1
Peru,2020-02-20,5DxXgozhkPLgrbKFY91w0c,0.4580712940153601,Vete,Bad Bunny,0.20430419631978022,Vete,0.8859999999999999,0.672,0.09090909090909091,0.8015705424310413,1.0,0.188,0.0363,8.78e-06,0.10099999999999999,0.526,0.2001953486307096,0,1
Peru,2020-02-20,5QXQy0f2q8wJNpPwJtjifx,0.0826039704390668,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) [REMIX]","DJ Snake,J Balvin,Ozuna,Nicky Jam,Natti Natasha,Darell,Sech",0.43689998525428597,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",0.789,0.6940000000000001,0.5454545454545454,0.7100435528573313,0.0,0.0729,0.0982,0.0,0.0962,0.5489999999999999,0.23023020060232482,1,0
Peru,2020-02-20,0hVXuCcriWRGvwMV1r5Yn9,0.04012461962034488,No.6 Collaborations Project,"Ed Sheeran,Justin Bieber",0.24764417815926923,I Don't Care (with Justin Bieber),0.7979999999999999,0.675,0.5454545454545454,0.7588755444107167,1.0,0.0442,0.0912,0.0,0.0894,0.8420000000000001,0.2740430506944495,1,0
Peru,2020-02-20,73SpzrcaHk0RQPFP73vqVR,0.03924068975510796,No Time To Die,Billie Eilish,0.28228729307494704,No Time To Die,0.38,0.21899999999999997,0.36363636363636365,0.21565263296819326,0.0,0.0358,0.917,0.0104,0.0827,0.0517,0.06375468947707232,1,0
Peru,2020-02-20,3dWpRjCmaHbroNahuSeX11,0.03890740472395305,Rebota (Remix),"Guaynaa,Nicky Jam,Farruko,Becky G,Sech",0.3129195737712552,Rebota - Remix,0.885,0.857,0.0,0.9411376534248383,0.0,0.204,0.205,0.0,0.6709999999999999,0.818,0.18575878883848956,0,1
Peru,2020-02-20,0OoqRZXnSrgIUAha3iLKG1,0.0387407622083756,Épico,"Lunay,Myke Towers",0.20006829593871991,La Cama,0.7,0.904,0.18181818181818182,0.9050415731819982,0.0,0.0568,0.2,0.000471,0.182,0.8170000000000001,0.806952635356622,1,0
Peru,2020-02-20,62J4kmVYQtVI9Lv6bb8CHV,0.03613244457325025,13,"Jonathan Moly,Ezio Oliva,Josimar y Su Yambú",0.2694724914824099,Con Él (feat. Josimar y su Yambú) - Salsa Remix,0.758,0.846,0.0,0.7445558928335754,1.0,0.039,0.0832,4.45e-06,0.138,0.642,0.23754097511524816,1,0
Peru,2020-02-20,3ZCTVFBt2Brf31RLEnCkWJ,0.035487610491233154,everything i wanted,Billie Eilish,0.2871921832193774,everything i wanted,0.7040000000000001,0.225,0.5454545454545454,0.13771941401610135,0.0,0.0994,0.902,0.657,0.106,0.243,0.4076052773728568,1,0
Peru,2020-02-20,0tJCo71s7HT9Mu5Z4juuLw,0.035263005361541803,Sueños,"Sech,Farruko,Zion & Lennox",0.24698294929802642,Solita,0.679,0.831,0.18181818181818182,0.9683911838458493,1.0,0.109,0.159,1.1e-06,0.09699999999999999,0.88,0.17663511983602548,1,0
Peru,2020-02-20,4xvTPuwHaXoDM3p0QcY7bH,0.03273438632082307,Música,"DJ Luian,Mambo Kingz,Farruko,Wisin,Myke Towers,Darell,Arcangel",0.25364956422534557,Música,0.7879999999999999,0.82,0.09090909090909091,0.8047380229642339,0.0,0.16899999999999998,0.22,0.00020299999999999997,0.0799,0.8540000000000001,0.8361957334083155,0,1
Peru,2020-02-20,4jMwPJMtMF977ciTvD5fwg,0.032401101289668166,Easy Money Baby,"Myke Towers,Farruko",0.2741352414804697,Si Se Da,0.83,0.71,1.0,0.7270687607232414,0.0,0.326,0.374,0.0,0.0877,0.703,0.21500188689018293,0,1
Peru,2020-02-20,2alIsNw1mqEShbWyO1HXZZ,0.0323503840023185,MANTRA,"Sebastian Yatra,Luis Figueroa,Lary Over",0.2872154659257592,Por Perro,0.684,0.762,0.0,0.7497030487000133,1.0,0.0501,0.429,0.0,0.0852,0.892,0.7924050820242261,1,0
Peru,2020-02-20,7MRU4vOkywuhZ9kbFiPuiu,0.031024489204463122,Si Supieras,"Daddy Yankee,Wisin & Yandel",0.28168970361114776,Si Supieras,0.691,0.894,0.8181818181818182,0.9805991817341956,0.0,0.115,0.29100000000000004,0.0,0.10400000000000001,0.623,0.881273909858446,1,0
Peru,2020-02-20,35HXnvswjdVWjQRmqtXPJD,0.03063324155919432,Maldad (with Maluma),"Steve Aoki,Maluma",0.16725985828592715,Maldad (with Maluma),0.598,0.809,0.09090909090909091,0.8164840966081564,1.0,0.138,0.00179,8.41e-05,0.259,0.653,0.29496903280229075,1,0
Peru,2020-02-20,4MxYiw28F30NGOaTZ1ySqd,0.030126068685697727,"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) [Remix]","Mau y Ricky,Nicky Jam,Dalex,Dímelo Flow,Justin Quiles,Lenny Tavárez",0.29781375387074993,"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) - Remix",0.6970000000000001,0.8859999999999999,0.09090909090909091,0.8655140556948661,0.0,0.295,0.113,0.0,0.29600000000000004,0.662,0.8210784132363496,1,0
Peru,2020-02-20,4ejyZ4uJEXUURcgKp1kP8v,0.030104332705405013,After Hours,The Weeknd,0.4680537985735462,After Hours,0.6629999999999999,0.5670000000000001,0.45454545454545453,0.6994852844133563,0.0,0.0309,0.0938,0.00978,0.124,0.139,0.3258622348179335,1,0
Peru,2020-02-20,4cuGZb0iFyHtwaSKdKrJkF,0.029981162150412983,VIDA,"Luis Fonsi,Ozuna",0.1616332042436613,Imposible,0.7829999999999999,0.738,1.0,0.8224231226078924,1.0,0.0741,0.127,0.0,0.127,0.925,0.19279577928564548,1,0
Peru,2020-02-20,1R5nCcASgTubHzMx2Ic5UU,0.027503260397043906,Faldita,"Leslie Shaw,Mau y Ricky",0.2014621539607764,Faldita,0.846,0.789,1.0,0.8773921076943381,0.0,0.0653,0.00828,5.42e-05,0.057999999999999996,0.8059999999999999,0.24477035436537584,1,0
Peru,2020-02-20,6qoIFQfdmaQF9A1gb67tR7,0.027184466019417475,OCEAN,KAROL G,0.14830463093029933,Ocean,0.727,0.48200000000000004,1.0,0.6828560116140954,1.0,0.115,0.9329999999999999,0.0,0.38799999999999996,0.48700000000000004,0.07406228957474674,1,0
Peru,2020-02-29,4yb5Z9dwnKhO9gC0AZQYDe,0.02643095203593682,Boomshakalaka,"Dimitri Vegas & Like Mike,Afro Bros,Sebastian Yatra,Camilo,Emilia",0.23518637806458623,Boomshakalaka,0.727,0.8240000000000001,0.09090909090909091,0.8946812722713475,1.0,0.0508,0.0132,0.00145,0.0631,0.805,0.23043738854398654,1,0
Peru,2020-03-02,3bkkMZEAhx7rTVz1C0itRQ,0.023808143747283003,MAP OF THE SOUL : 7,BTS,0.21398359345290296,Black Swan,0.7190000000000001,0.758,0.18181818181818182,0.7505609080110861,0.0,0.0851,0.13699999999999998,0.0,0.129,0.49,0.6075194423684539,1,0
Peru,2020-03-04,2WD9ggmpZE7Wodh3qVVCgg,0.036168671207071436,Originales - 20 Exitos,Soda Stereo,0.23669664961855166,De Música Ligera,0.542,0.7140000000000001,0.18181818181818182,0.5606440543750825,1.0,0.027999999999999997,0.00487,0.298,0.33399999999999996,0.76,0.4390830453667596,1,0
Peru,2020-03-04,7JZP7kQsuFFWOrtAI7uNiW,0.036023764671786696,Originales - 20 Exitos,Soda Stereo,0.35760063949833526,Persiana Americana,0.5820000000000001,0.915,0.36363636363636365,0.681272271347499,0.0,0.0418,0.149,0.0138,0.207,0.485,0.26742043613061717,1,0
Peru,2020-03-04,116H0KvKr2Zl4RPuVBruDO,0.03450224605129691,MIA (feat. Drake),"Bad Bunny,Drake",0.23277584186385825,MIA (feat. Drake),0.8170000000000001,0.539,0.5454545454545454,0.6725616998812195,0.0,0.0621,0.0141,0.000496,0.099,0.158,0.23782955831970579,1,0
Peru,2020-03-04,65DBZofI0b79kfHTcWWDuU,0.03257498913200985,Soda Stereo (Remastered),Soda Stereo,0.2179261317335527,Trátame Suavemente - Remasterizado 2007,0.738,0.8009999999999999,1.0,0.8694074171835819,0.0,0.0284,0.0438,0.0572,0.595,0.532,0.42870144957563466,1,0
Peru,2020-03-04,2kJu14V7hbZw3I4K8L8SXb,0.030995507897406172,Stupid Love,Lady Gaga,0.2066417800405119,Stupid Love,0.6759999999999999,0.815,0.7272727272727273,0.8081694602085258,1.0,0.0625,0.00146,0.00041,0.275,0.7959999999999999,0.3925619528943414,1,0
Peru,2020-03-04,7mwoTHCLbucY3b1a6Ude1V,0.030756412114186348,Libertad 548,"Pitbull,Daddy Yankee,Natti Natasha",0.21428316427501531,No Lo Trates,0.8340000000000001,0.8079999999999999,1.0,0.9201530948924377,1.0,0.0542,0.0569,0.0005200000000000001,0.222,0.8290000000000001,0.28936015923873226,1,0
Peru,2020-03-06,6TNuRFdNazLbbVQTRE8pZg,0.031133169105926676,"DANI: Bzrp Music Sessions, Vol. 24","Bizarrap,DANI",0.17516511319275752,"DANI: Bzrp Music Sessions, Vol. 24",0.9129999999999999,0.6890000000000001,1.0,0.5807707535964102,1.0,0.349,0.287,0.0,0.10400000000000001,0.851,0.4807352212101255,1,0
Peru,2020-03-06,6Y6YC93R1r0CISm5iC4j27,0.030155049992754673,BOTA FUEGO,"Mau y Ricky,Nicky Jam",0.25267324273773584,BOTA FUEGO,0.728,0.83,1.0,0.8275702784743303,1.0,0.36,0.23399999999999999,0.0,0.0962,0.633,0.8218183701708559,1,0
Peru,2020-03-09,3bDD7GGvIzAZeHz2TOYD3A,0.024945660049268223,Mami,"Piso 21,Black Eyed Peas",0.26247836648532025,Mami,0.718,0.695,0.36363636363636365,0.8231490035634156,0.0,0.19399999999999998,0.609,0.0,0.131,0.6920000000000001,0.8360625411601044,1,0
Peru,2020-03-11,5Cbo7oz78gqkzV3EAM63VA,0.029162440226054194,+,"Aitana,Cali Y El Dandee",0.24674546569293215,+,0.561,0.6659999999999999,0.7272727272727273,0.8115349082750429,1.0,0.0322,0.106,0.0,0.12300000000000001,0.675,0.7036842455769072,1,0
Peru,2020-03-11,3HPvXWekjDqIppRxhpHkDT,0.026641066512099697,QUÉ DIRÍAS?,Mau y Ricky,0.19124880676129793,QUÉ DIRÍAS?,0.588,0.428,0.8181818181818182,0.6405569486604198,0.0,0.031,0.499,0.0,0.188,0.41,0.6292075801188369,1,0
Peru,2020-03-13,1BPBpHQnwJHyENzfJhlluI,0.031133169105926676,Como Se Perdona,You Salsa,0.37464358056980546,Como Se Perdona,0.573,0.784,0.6363636363636364,0.5756895869077472,0.0,0.0674,0.32,0.00145,0.0977,0.579,0.827382846318344,1,0
Peru,2020-03-13,1avccdZyIOpCisznKwu47H,0.026119402985074626,Locos Dementes,"Gusi,Greeicy,Mike Bahía",0.2414587391638404,Locos Dementes,0.723,0.893,0.9090909090909091,0.7657384188993005,1.0,0.0476,0.29100000000000004,0.0,0.0967,0.685,0.3337279770317367,1,0
Peru,2020-03-13,0JcNysfWVWaMS7R6vzGB2k,0.02596725112302565,VIVES,"Carlos Vives,Sebastian Yatra",0.20852302271616052,Robarte un Beso,0.742,0.858,0.9090909090909091,0.7651445162993269,1.0,0.0483,0.0826,0.0,0.364,0.64,0.22293422522809156,1,0
Peru,2020-03-13,2NcuCrsWUKklKE0glhndJD,0.024242863353137228,Y Le Dije No,"Yahaira Plasencia,Sergio George",0.19236637666762385,Y Le Dije No - Salsa,0.584,0.9470000000000001,0.45454545454545453,0.982578857067441,1.0,0.0781,0.521,8.640000000000001e-05,0.0709,0.84,0.9412622185388806,1,0
Peru,2020-03-13,4odViYSPthqtubEZHUvXUj,0.023503840023185046,Carte Blanche (Deluxe),"DJ Snake,J Balvin,Ozuna,Nicky Jam,Natti Natasha,Darell,Sech",0.43689998525428597,"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",0.789,0.6940000000000001,0.5454545454545454,0.7100435528573313,0.0,0.0729,0.0982,0.0,0.0962,0.5489999999999999,0.23023020060232482,1,0
Peru,2020-03-13,1p7m9H4H8s0Y7SgRm7j3ED,0.023366178814664542,Alta Suciedad,Andrés Calamaro,0.33721585397086556,Flaca,0.7390000000000001,0.745,0.6363636363636364,0.6521710439487924,1.0,0.0267,0.21,0.0135,0.127,0.9490000000000001,0.32857787676757205,1,0
Peru,2020-03-13,4cccqGxzMZXzBrdNUKjnIl,0.022757571366468627,Minifalda,"Greeicy,Juanes",0.1840047807157104,Minifalda,0.6940000000000001,0.899,0.9090909090909091,0.8829351986274252,1.0,0.113,0.109,0.0,0.159,0.81,0.8217295753387152,1,0
Peru,2020-03-15,4bNBMHi23bTbNi3iWbG8te,0.01838139400086944,El Aventurero,Josimar y Su Yambú,0.30554671675035505,El Aventurero,0.667,0.7759999999999999,0.9090909090909091,0.7095156394351327,0.0,0.0432,0.654,8.31e-05,0.166,0.943,0.9311988042295936,1,0
Peru,2020-03-15,1aUGxXCz9QimNkKeiJtzZ7,0.013577742356180264,105 F Remix,"KEVVO,Farruko,Chencho Corleone,Arcangel,Darell,Nengo Flow,Brytiago,Myke Towers",0.6267704557977819,105 F Remix,0.9,0.754,0.45454545454545453,0.628546918305398,0.0,0.156,0.368,2.74e-06,0.28600000000000003,0.741,0.259902473676032,0,1
Peru,2020-03-15,6eRmG7DPom2FfRNAoCmjqb,0.01279524706564266,Mas Grande Que Nunca,Frankie Ruiz,0.3426997074139898,Deseándote,0.5589999999999999,0.838,0.45454545454545453,0.7923320575425631,0.0,0.0484,0.49200000000000005,0.0,0.179,0.927,0.2264120228202717,1,0
Peru,2020-03-15,2Jk10he30YnngKi8LoIzwD,0.011998261121576584,El Aventurero (with Yeison Jimenez),"Josimar y Su Yambú,Yeison Jimenez",0.3024532211624279,El Aventurero (with Yeison Jimenez) - Salsa,0.764,0.807,0.9090909090909091,0.726804804012142,0.0,0.0359,0.561,6.709999999999999e-05,0.23199999999999998,0.961,0.226434221528307,1,0
Peru,2020-03-15,7BuHdm4lQqcyG3qTwdkxus,0.010781046225184755,"Los Campeones del Pueblo ""The Big Leagues""","Wisin & Yandel,Romeo Santos",0.2573515145400501,Aullando,0.8,0.74,0.9090909090909091,0.7932559060314109,0.0,0.0479,0.184,0.0,0.0558,0.775,0.18583278453194013,1,0
Peru,2020-03-15,4Clmg1g8n2yBYG13Z1oSdG,0.00993334299376902,Baila Conmigo (feat. Kelly Ruiz),"Dayvi,Victor Cardenas,Kelly Ruíz",0.2008785341208062,Baila Conmigo (feat. Kelly Ruiz),0.745,0.972,0.6363636363636364,0.8601689322951036,1.0,0.0774,0.00903,0.465,0.297,0.556,0.4669868213669963,1,0
Peru,2020-03-15,2ywuDFsxu6OaJu3BiuJyfO,0.008708882770612955,Tusa / Hola,Combinacion De La Habana,0.3216009188908119,Tusa / Hola,0.616,0.8390000000000001,0.45454545454545453,0.6741454401478159,0.0,0.0508,0.175,0.0,0.0949,0.614,0.2618041629977135,1,0
Peru,2020-03-15,0wMs7DPFOnToNAoecvAFQc,0.008629184176206346,The Academy,"Rich Music LTD,Sech,Dalex,Justin Quiles,Lenny Tavárez,Feid,De La Ghetto,Zion & Lennox",0.33974125152307705,Uniforme,0.7390000000000001,0.863,0.8181818181818182,0.8495446746733536,1.0,0.139,0.0656,0.0,0.254,0.773,0.8067380478456152,0,1
Peru,2020-03-17,3mQ6SLdxxaL52Yte7KF2Ks,0.3315244167511955,Morado,J Balvin,0.21771813955654204,Morado,0.8809999999999999,0.696,1.0,0.8382605252738551,0.0,0.0797,0.13699999999999998,4.13e-05,0.0927,0.7809999999999999,0.2373855841590019,1,0
Peru,2020-03-17,4uziEsK1yiqdauKVDPsmVG,0.26917113461817127,Rojo,J Balvin,0.14039937602346897,Rojo,0.652,0.595,1.0,0.8249307113633365,1.0,0.113,0.15,0.00011499999999999999,0.0842,0.444,0.7943363696232878,1,0
Peru,2020-03-17,1Xnn1TPyr5h0hpRAT4B4EA,0.26093319808723375,Bellaquita (Remix),"Dalex,Lenny Tavárez,Anitta,Natti Natasha,Farruko,Justin Quiles",0.37924889989212346,Bellaquita - Remix,0.795,0.715,0.09090909090909091,0.8551537547842154,1.0,0.0838,0.141,2.12e-06,0.179,0.758,0.7475044952383767,0,1
Peru,2020-03-17,2rc7BkzO8qepMFAxHtOrXc,0.14660918707433707,Blanco,J Balvin,0.1325562083336567,Blanco,0.87,0.706,0.8181818181818182,0.7355153754784216,0.0,0.126,0.0253,0.0063,0.0872,0.593,0.2596656874569898,1,0
Peru,2020-03-17,0sf12qNH5qcw8qpgymFOqD,0.10403564700768005,Blinding Lights,The Weeknd,0.2191259672024276,Blinding Lights,0.513,0.7959999999999999,0.09090909090909091,0.8226210901412169,1.0,0.0629,0.00147,0.00020899999999999998,0.0938,0.345,0.7850647092339224,1,0
Peru,2020-03-17,1mF6sMUsRU9MisrdB9qWvg,0.06820750615852775,Mejor,"Dalex,Sech",0.21879690495223164,Mejor,0.524,0.5770000000000001,0.18181818181818182,0.7945097004091328,1.0,0.18,0.185,0.0,0.10300000000000001,0.19,0.817467423395958,0,1
Peru,2020-03-17,2r5AwzCIgWw57ZYXuSIji6,0.008752354731198377,Perfume,"Dalex,Justin Quiles,Sech",0.20919356465995606,Perfume,0.8440000000000001,0.866,0.0,0.8916457700937047,1.0,0.107,0.251,4.88e-05,0.0852,0.818,0.20035813915630094,0,1
Peru,2020-03-17,6ocbgoVGwYJhOv1GgI9NsF,0.0055209389943486455,"thank u, next",Ariana Grande,0.18350808297956556,7 rings,0.778,0.317,0.09090909090909091,0.3833311336940741,0.0,0.33399999999999996,0.5920000000000001,0.0,0.0881,0.327,0.5559074461866318,0,1
Peru,2020-03-17,2QyuXBcV1LJ2rq01KhreMF,0.005368787132299667,MAP OF THE SOUL : 7,BTS,0.2886745155256847,ON,0.583,0.8170000000000001,0.8181818181818182,0.7519466807443579,0.0,0.0987,0.11800000000000001,0.0,0.33799999999999997,0.43799999999999994,0.3034933366878047,1,0
Peru,2020-03-17,7qiZfU4dY1lWllzX7mPBI3,0.00096362845964353,÷ (Deluxe),Ed Sheeran,0.2690114938960505,Shape of You,0.825,0.652,0.09090909090909091,0.8814834367163785,0.0,0.0802,0.581,0.0,0.0931,0.9309999999999999,0.22980102558031115,1,0
Peru,2020-03-17,2Y1EBfErprYwOlgluV9neb,0.0005941167946674395,BORRAXXA,"Feid,Manuel Turizo",0.25372872542704367,BORRAXXA,0.845,0.624,0.7272727272727273,0.7456777088557477,1.0,0.0737,0.0833,0.00394,0.0855,0.7929999999999999,0.19292157196451154,1,0
Peru,2020-03-17,04cd1MHVq1D8v1nuTZoCdv,0.0,Ubuntu,Piso 21,0.195442798270871,Puntos Suspensivos,0.823,0.731,1.0,0.8672297743170121,0.0,0.10300000000000001,0.175,0.0,0.131,0.9520000000000001,0.6445246886631196,1,0
Peru,2020-03-21,7HvuLU19kk8CyeC6l0WOlq,0.01919287059846399,Tu Nombre,"Cali Y El Dandee,Mike Bahía",0.16192346198322094,Tu Nombre,0.655,0.68,0.09090909090909091,0.833641282829616,0.0,0.0429,0.009609999999999999,0.0,0.14800000000000002,0.449,0.21455051316013396,1,0
Peru,2020-03-21,7FbKipScVxkjQxQXwTd0gL,0.01852630053615418,Coronao Now,"El Alfa,Lil Pump",0.2444389255807095,Coronao Now,0.941,0.7290000000000001,0.5454545454545454,0.5926488055958824,0.0,0.24600000000000002,0.146,0.00451,0.18,0.718,0.39295413006962987,1,0
Peru,2020-03-21,6b5P51m8xx2XA6U7sdNZ5E,0.011599768149543544,After Hours,The Weeknd,0.2943756742283723,Alone Again,0.218,0.652,0.36363636363636365,0.5667150587303683,0.0,0.0641,0.033,0.111,0.172,0.0599,0.0033594044826590606,0,1
Peru,2020-03-21,5QO79kh1waicV47BqGRL3g,0.006875815099260977,After Hours,The Weeknd,0.24093875872131376,Save Your Tears,0.68,0.826,0.0,0.7294443711231359,1.0,0.0309,0.0212,1.24e-05,0.5429999999999999,0.644,0.39313911930325646,0,1
Peru,2020-03-21,6fatMybX8VmHUpaxVcXzrz,0.006564266048398782,Tu Sicaria,"Ms Nina,Beauty Brain",0.13433345492079998,Tu Sicaria,0.752,0.905,0.0,0.6248515243500067,1.0,0.0515,0.0527,0.000242,0.17300000000000001,0.6890000000000001,0.24471855737996034,1,0
Peru,2020-03-24,6WrI0LAC5M1Rw2MnX2ZvEg,0.32786552673525576,Don't Start Now,Dua Lipa,0.19074745248387673,Don't Start Now,0.794,0.7929999999999999,1.0,0.7931899168536359,0.0,0.0842,0.0125,0.0,0.0952,0.677,0.4367225827456841,1,0
Peru,2020-03-24,4TnjEaWOeW0eKTKIEvJyCa,0.04921025938269816,Falling,Trevor Daniel,0.1536363706917292,Falling,0.784,0.43,0.9090909090909091,0.5137257489771677,0.0,0.0364,0.12300000000000001,0.0,0.0887,0.23600000000000002,0.4600016279052558,1,0
Peru,2020-03-24,5px6upUHM3fhOP621Edp4V,0.03150992609766701,Physical,Dua Lipa,0.20710588198772226,Physical,0.647,0.8440000000000001,0.0,0.8436716378513924,1.0,0.0457,0.0137,0.0006580000000000001,0.102,0.746,0.6070680686384052,1,0
Peru,2020-03-24,3HTbI3yUJQw3fP0Po8qLcD,0.029401536009274018,Colores,"J Balvin,Sky Rompiendo",0.12750541322923375,Verde,0.828,0.738,0.7272727272727273,0.808103471030751,0.0,0.0516,0.0381,0.473,0.0917,0.818,0.2225346484834582,1,0
Peru,2020-03-24,5zzbORcD0GwLY0wQHP1Xs1,0.01899724677582959,Colores,"J Balvin,Mr Eazi",0.1960295224716921,Arcoíris,0.731,0.787,0.36363636363636365,0.7444239144780257,0.0,0.0721,0.0853,0.0,0.316,0.39299999999999996,0.20755792012904842,1,0
Peru,2020-03-24,7mWFF4gPADjTQjC97CgFVt,0.015309375452832922,"Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]","Ozuna,Daddy Yankee,J Balvin,Farruko,Anuel AA",0.27145152152486207,Baila Baila Baila - Remix,0.785,0.5720000000000001,0.18181818181818182,0.5963441995512736,1.0,0.12300000000000001,0.0598,0.0,0.218,0.49,0.25968788616502514,1,0
Peru,2020-03-24,2uhMYJq2TODWBuZhHRrdWy,0.014693522677872772,MALA SANTA,"Becky G,Myke Towers",0.2232439018711535,DOLLAR,0.8759999999999999,0.512,0.18181818181818182,0.6376534248383265,1.0,0.242,0.205,0.0,0.6629999999999999,0.701,0.08925360544016335,1,0
Peru,2020-03-24,4kuQJb8ghj6268fBTtB3bX,0.01259962324300826,Ganas de Ti,"Wisin & Yandel,Sech",0.257848212276195,Ganas de Ti,0.81,0.82,1.0,0.8607628348950772,1.0,0.0698,0.201,0.0,0.13,0.672,0.20776510807071016,1,0
Peru,2020-03-24,2bIIQIXgi5blVkSZ7Y2uTh,0.011556296188958122,Esa Soy Yo,Daniela Darcourt,0.26316443023337033,Con Mi Amiga,0.672,0.723,0.45454545454545453,0.7983370727200738,1.0,0.0346,0.293,0.0,0.353,0.8390000000000001,0.19296596938058191,1,0
Peru,2020-03-24,5e50NiIlOc2YJIftHzoehd,0.008839298652369222,MALA SANTA,Becky G,0.1760576169373928,MALA SANTA,0.851,0.701,0.8181818181818182,0.8507324798733009,1.0,0.0396,0.311,0.00021099999999999998,0.163,0.527,0.24505893756983335,1,0
Peru,2020-03-28,6zrJLhslleCHby0wbUnvVy,0.04459498623387915,Future Nostalgia,Dua Lipa,0.1932169715407719,Future Nostalgia,0.875,0.813,0.6363636363636364,0.7944437112313582,1.0,0.0578,0.00618,0.0,0.321,0.8590000000000001,0.3705112362460503,1,0
Peru,2020-03-28,2nMOodYNHBAQ3Kc1QNimZU,0.03127083031444718,Future Nostalgia,Dua Lipa,0.23155893241030337,Cool,0.469,0.785,0.45454545454545453,0.8265804408077075,0.0,0.0664,0.133,1.63e-06,0.0931,0.79,0.18347232191086477,1,0
Peru,2020-03-28,6DXZiYUbrYgrVIhfX3U9Z2,0.030046370091291116,Future Nostalgia,Dua Lipa,0.2083134783587244,Pretty Please,0.9059999999999999,0.474,0.09090909090909091,0.6874092648805596,1.0,0.19399999999999998,0.0311,5.41e-06,0.28600000000000003,0.654,0.31119628837601643,1,0
Peru,2020-03-28,4rPkN1FMzQyFNP9cLUGIIB,0.02887987248224895,Future Nostalgia,Dua Lipa,0.30671706079114636,Love Again,0.66,0.6679999999999999,1.0,0.7834895077207339,0.0,0.0339,0.00173,2.8499999999999998e-05,0.1,0.46799999999999997,0.37784420946700886,1,0
Peru,2020-03-28,1nYeVF5vIBxMxfPoL0SIWg,0.02811186784523982,Future Nostalgia,Dua Lipa,0.22988568191166542,Hallucinate,0.627,0.69,0.9090909090909091,0.7354493863006467,0.0,0.138,0.0325,0.0,0.0742,0.628,0.4227595953915481,1,0
Peru,2020-03-28,6uAFJ75WDAoAPyCWJAtvks,0.023634255904941313,Future Nostalgia,Dua Lipa,0.24579397909212966,Good In Bed,0.727,0.701,0.45454545454545453,0.7615151115217104,1.0,0.07400000000000001,0.138,0.00019099999999999998,0.168,0.653,0.2153718653574361,0,1
Peru,2020-03-28,0fgsKar6uBO08vzHXkTjWi,0.017649615997681497,YHLQMDLG,"Bad Bunny,Kendo Kaponi,Arcangel",0.3071454625885713,P FKN R,0.82,0.635,0.45454545454545453,0.7121552065461265,0.0,0.0772,0.409,0.0,0.244,0.528,0.2671466520648497,0,1
Peru,2020-03-28,5gCg2qMPzKkW4jS4dBKdDs,0.016142588030720186,YHLQMDLG,"Bad Bunny,Myke Towers",0.20148388448673274,Puesto Pa' Guerrial,0.867,0.6859999999999999,0.36363636363636365,0.7390128019004883,1.0,0.221,0.311,0.0,0.1,0.6579999999999999,0.5553154806390266,0,1
